DateTime,T(C),CO2(ppm),RH(%)
2024-03-19 10:00:00,12.5,400,65
2024-03-19 11:00:00,14.4,400,56
2024-03-19 12:00:00,15.77,400,49
2024-03-19 13:00:00,17.13,400,42
2024-03-19 14:00:00,18.5,400,35
2024-03-19 15:00:00,18.7,400,32.67
2024-03-19 16:00:00,18.9,400,30.33
2024-03-19 17:00:00,19.1,400,28
2024-03-19 18:00:00,17.77,400,30
2024-03-19 19:00:00,16.43,400,32
2024-03-19 20:00:00,15.1,400,34
2024-03-19 21:00:00,14.43,400,37
2024-03-19 22:00:00,13.77,400,40
2024-03-19 23:00:00,13.1,400,43
2024-03-20 00:00:00,12.2,400,48.67
2024-03-20 01:00:00,11.3,400,54.33
2024-03-20 02:00:00,10.4,400,60
2024-03-20 03:00:00,9.5,400,63.67
2024-03-20 04:00:00,8.6,400,67.33
2024-03-20 05:00:00,7.7,400,71
2024-03-20 06:00:00,8.67,400,69.67
2024-03-20 07:00:00,9.63,400,68.33
2024-03-20 08:00:00,10.6,400,67
2024-03-20 09:00:00,13.07,400,53.33
2024-03-20 10:00:00,15.53,400,39.67
2024-03-20 11:00:00,18,400,26
2024-03-20 12:00:00,18.73,400,23
2024-03-20 13:00:00,19.47,400,20
2024-03-20 14:00:00,20.2,400,17
2024-03-20 15:00:00,20.17,400,18
2024-03-20 16:00:00,20.13,400,19
2024-03-20 17:00:00,20.1,400,20
2024-03-20 18:00:00,18.43,400,23
2024-03-20 19:00:00,16.77,400,26
2024-03-20 20:00:00,15.1,400,29
2024-03-20 21:00:00,14.23,400,35.33
2024-03-20 22:00:00,13.37,400,41.67
2024-03-20 23:00:00,12.5,400,48
2024-03-21 00:00:00,11.4,400,58.67
2024-03-21 01:00:00,10.3,400,69.33
2024-03-21 02:00:00,9.2,400,80
2024-03-21 03:00:00,8.67,400,82.67
2024-03-21 04:00:00,8.13,400,85.33
2024-03-21 05:00:00,7.6,400,88
2024-03-21 06:00:00,8.5,400,82.33
2024-03-21 07:00:00,9.4,400,76.67
2024-03-21 08:00:00,10.3,400,71
2024-03-21 09:00:00,12.93,400,59.67
2024-03-21 10:00:00,15.57,400,48.33
2024-03-21 11:00:00,18.2,400,37
2024-03-21 12:00:00,19.93,400,30.33
2024-03-21 13:00:00,21.67,400,23.67
2024-03-21 14:00:00,23.4,400,17
2024-03-21 15:00:00,23.17,400,17.33
2024-03-21 16:00:00,22.93,400,17.67
2024-03-21 17:00:00,22.7,400,18
2024-03-21 18:00:00,20.83,400,26.67
2024-03-21 19:00:00,18.97,400,35.33
2024-03-21 20:00:00,17.1,400,44
2024-03-21 21:00:00,16.57,400,43.33
2024-03-21 22:00:00,16.03,400,42.67
2024-03-21 23:00:00,15.5,400,42
2024-03-22 00:00:00,15.67,400,44.33
2024-03-22 01:00:00,15.83,400,46.67
2024-03-22 02:00:00,16,400,49
2024-03-22 03:00:00,15.57,400,51
2024-03-22 04:00:00,15.13,400,53
2024-03-22 05:00:00,14.7,400,55
2024-03-22 06:00:00,15.7,400,53
2024-03-22 07:00:00,16.7,400,51
2024-03-22 08:00:00,17.7,400,49
2024-03-22 09:00:00,19.4,400,46.67
2024-03-22 10:00:00,21.1,400,44.33
2024-03-22 11:00:00,22.8,400,42
2024-03-22 12:00:00,23.97,400,40
2024-03-22 13:00:00,25.13,400,38
2024-03-22 14:00:00,26.3,400,36
2024-03-22 15:00:00,26.27,400,36.67
2024-03-22 16:00:00,26.23,400,37.33
2024-03-22 17:00:00,26.2,400,38
2024-03-22 18:00:00,24.83,400,42.33
2024-03-22 19:00:00,23.47,400,46.67
2024-03-22 20:00:00,22.1,400,51
2024-03-22 21:00:00,21.37,400,53.67
2024-03-22 22:00:00,20.63,400,56.33
2024-03-22 23:00:00,19.9,400,59
2024-03-23 00:00:00,19.7,400,60
2024-03-23 01:00:00,19.5,400,61
2024-03-23 02:00:00,19.3,400,62
2024-03-23 03:00:00,19.2,400,63
2024-03-23 04:00:00,19.1,400,64
2024-03-23 05:00:00,19,400,65
2024-03-23 06:00:00,19.4,400,64.33
2024-03-23 07:00:00,19.8,400,63.67
2024-03-23 08:00:00,20.2,400,63
2024-03-23 09:00:00,22.07,400,58.33
2024-03-23 10:00:00,23.93,400,53.67
2024-03-23 11:00:00,25.8,400,49
2024-03-23 12:00:00,25.13,400,55.67
2024-03-23 13:00:00,24.47,400,62.33
2024-03-23 14:00:00,23.8,400,69
2024-03-23 15:00:00,22.97,400,74.67
2024-03-23 16:00:00,22.13,400,80.33
2024-03-23 17:00:00,21.3,400,86
2024-03-23 18:00:00,21.03,400,85.67
2024-03-23 19:00:00,20.77,400,85.33
2024-03-23 20:00:00,20.5,400,85
2024-03-23 21:00:00,20.33,400,86.67
2024-03-23 22:00:00,20.17,400,88.33
2024-03-23 23:00:00,20,400,90
2024-03-24 00:00:00,20.03,400,89.67
2024-03-24 01:00:00,20.07,400,89.33
2024-03-24 02:00:00,20.1,400,89
2024-03-24 03:00:00,20,400,89
2024-03-24 04:00:00,19.9,400,89
2024-03-24 05:00:00,19.8,400,89
2024-03-24 06:00:00,20.5,400,86.33
2024-03-24 07:00:00,21.2,400,83.67
2024-03-24 08:00:00,21.9,400,81
2024-03-24 09:00:00,23.57,400,74.67
2024-03-24 10:00:00,25.23,400,68.33
2024-03-24 11:00:00,26.9,400,62
2024-03-24 12:00:00,26.5,400,63.33
2024-03-24 13:00:00,26.1,400,64.67
2024-03-24 14:00:00,25.7,400,66
2024-03-24 15:00:00,25.3,400,67.67
2024-03-24 16:00:00,24.9,400,69.33
2024-03-24 17:00:00,24.5,400,71
2024-03-24 18:00:00,23.57,400,74.67
2024-03-24 19:00:00,22.63,400,78.33
2024-03-24 20:00:00,21.7,400,82
2024-03-24 21:00:00,20.9,400,85
2024-03-24 22:00:00,20.1,400,88
2024-03-24 23:00:00,19.3,400,91
2024-03-25 00:00:00,19.03,400,90.5
2024-03-25 01:00:00,18.77,400,90
2024-03-25 02:00:00,18.5,400,89.5
2024-03-25 03:00:00,18.23,400,89
2024-03-25 04:00:00,17.97,400,88.5
2024-03-25 05:00:00,17.7,400,88
2024-03-25 06:00:00,18.33,400,87.67
2024-03-25 07:00:00,18.97,400,87.33
2024-03-25 08:00:00,19.6,400,87
2024-03-25 09:00:00,21.2,400,80.67
2024-03-25 10:00:00,22.8,400,74.33
2024-03-25 11:00:00,24.4,400,68
2024-03-25 12:00:00,23.3,400,67
2024-03-25 13:00:00,22.2,400,66
2024-03-25 14:00:00,21.1,400,65
2024-03-25 15:00:00,18.83,400,73
2024-03-25 16:00:00,16.57,400,81
2024-03-25 17:00:00,14.3,400,89
2024-03-25 18:00:00,13.9,400,84.33
2024-03-25 19:00:00,13.5,400,79.67
2024-03-25 20:00:00,13.1,400,75
2024-03-25 21:00:00,12.87,400,74.33
2024-03-25 22:00:00,12.63,400,73.67
2024-03-25 23:00:00,12.4,400,73
2024-03-26 00:00:00,12.03,400,73.33
2024-03-26 01:00:00,11.67,400,73.67
2024-03-26 02:00:00,11.3,400,74
2024-03-26 03:00:00,11.23,400,74.33
2024-03-26 04:00:00,11.17,400,74.67
2024-03-26 05:00:00,11.1,400,75
2024-03-26 06:00:00,11.63,400,73
2024-03-26 07:00:00,12.17,400,71
2024-03-26 08:00:00,12.7,400,69
2024-03-26 09:00:00,13.5,400,65
2024-03-26 10:00:00,14.3,400,61
2024-03-26 11:00:00,15.1,400,57
2024-03-26 12:00:00,15.7,400,55.33
2024-03-26 13:00:00,16.3,400,53.67
2024-03-26 14:00:00,16.9,400,52
2024-03-26 15:00:00,16.87,400,51.67
2024-03-26 16:00:00,16.83,400,51.33
2024-03-26 17:00:00,16.8,400,51
2024-03-26 18:00:00,15.87,400,56
2024-03-26 19:00:00,14.93,400,61
2024-03-26 20:00:00,14,400,66
2024-03-26 21:00:00,13.23,400,68.67
2024-03-26 22:00:00,12.47,400,71.33
2024-03-26 23:00:00,11.7,400,74
2024-03-27 00:00:00,11.43,400,77
2024-03-27 01:00:00,11.17,400,80
2024-03-27 02:00:00,10.9,400,83
2024-03-27 03:00:00,11,400,83
2024-03-27 04:00:00,11.1,400,83
2024-03-27 05:00:00,11.2,400,83
2024-03-27 06:00:00,11.77,400,80.33
2024-03-27 07:00:00,12.33,400,77.67
2024-03-27 08:00:00,12.9,400,75
2024-03-27 09:00:00,14.37,400,68.33
2024-03-27 10:00:00,15.83,400,61.67
2024-03-27 11:00:00,17.3,400,55
2024-03-27 12:00:00,18.63,400,53.33
2024-03-27 13:00:00,19.97,400,51.67
2024-03-27 14:00:00,21.3,400,50
2024-03-27 15:00:00,20.67,400,53.67
2024-03-27 16:00:00,20.03,400,57.33
2024-03-27 17:00:00,19.4,400,61
2024-03-27 18:00:00,18.6,400,64
2024-03-27 19:00:00,17.8,400,67
2024-03-27 20:00:00,17,400,70
2024-03-27 21:00:00,16.4,400,71.33
2024-03-27 22:00:00,15.8,400,72.67
2024-03-27 23:00:00,15.2,400,74
2024-03-28 00:00:00,14.93,400,74.67
2024-03-28 01:00:00,14.67,400,75.33
2024-03-28 02:00:00,14.4,400,76
2024-03-28 03:00:00,13.93,400,82.67
2024-03-28 04:00:00,13.47,400,89.33
2024-03-28 05:00:00,13,400,96
2024-03-28 06:00:00,13.1,400,96.33
2024-03-28 07:00:00,13.2,400,96.67
2024-03-28 08:00:00,13.3,400,97
2024-03-28 09:00:00,14.03,400,93.67
2024-03-28 10:00:00,14.77,400,90.33
2024-03-28 11:00:00,15.5,400,87
2024-03-28 12:00:00,16.03,400,81.33
2024-03-28 13:00:00,16.57,400,75.67
2024-03-28 14:00:00,17.1,400,70
2024-03-28 15:00:00,17.6,400,67.33
2024-03-28 16:00:00,18.1,400,64.67
2024-03-28 17:00:00,18.6,400,62
2024-03-28 18:00:00,17.4,400,68.33
2024-03-28 19:00:00,16.2,400,74.67
2024-03-28 20:00:00,15,400,81
2024-03-28 21:00:00,14.5,400,85.67
2024-03-28 22:00:00,14,400,90.33
2024-03-28 23:00:00,13.5,400,95
2024-03-29 00:00:00,13.6,400,95
2024-03-29 01:00:00,13.7,400,95
2024-03-29 02:00:00,13.8,400,95
2024-03-29 03:00:00,14.1,400,92
2024-03-29 04:00:00,14.4,400,89
2024-03-29 05:00:00,14.7,400,86
2024-03-29 06:00:00,15.67,400,80.67
2024-03-29 07:00:00,16.63,400,75.33
2024-03-29 08:00:00,17.6,400,70
2024-03-29 09:00:00,19.87,400,61.33
2024-03-29 10:00:00,22.13,400,52.67
2024-03-29 11:00:00,24.4,400,44
2024-03-29 12:00:00,25.73,400,40.33
2024-03-29 13:00:00,27.07,400,36.67
2024-03-29 14:00:00,28.4,400,33
2024-03-29 15:00:00,28.47,400,31.33
2024-03-29 16:00:00,28.53,400,29.67
2024-03-29 17:00:00,28.6,400,28
2024-03-29 18:00:00,26.87,400,33.33
2024-03-29 19:00:00,25.13,400,38.67
2024-03-29 20:00:00,23.4,400,44
2024-03-29 21:00:00,22.23,400,47.67
2024-03-29 22:00:00,21.07,400,51.33
2024-03-29 23:00:00,19.9,400,55
2024-03-30 00:00:00,19.5,400,56.67
2024-03-30 01:00:00,19.1,400,58.33
2024-03-30 02:00:00,18.7,400,60
2024-03-30 03:00:00,18.2,400,62.33
2024-03-30 04:00:00,17.7,400,64.67
2024-03-30 05:00:00,17.2,400,67
2024-03-30 06:00:00,18.2,400,62
2024-03-30 07:00:00,19.2,400,57
2024-03-30 08:00:00,20.2,400,52
2024-03-30 09:00:00,22.1,400,47.67
2024-03-30 10:00:00,24,400,43.33
2024-03-30 11:00:00,25.9,400,39
2024-03-30 12:00:00,27.67,400,34.33
2024-03-30 13:00:00,29.43,400,29.67
2024-03-30 14:00:00,31.2,400,25
2024-03-30 15:00:00,31.27,400,25.67
2024-03-30 16:00:00,31.33,400,26.33
2024-03-30 17:00:00,31.4,400,27
2024-03-30 18:00:00,29.07,400,30.67
2024-03-30 19:00:00,26.73,400,34.33
2024-03-30 20:00:00,24.4,400,38
2024-03-30 21:00:00,23.7,400,43.33
2024-03-30 22:00:00,23,400,48.67
2024-03-30 23:00:00,22.3,400,54
2024-03-31 00:00:00,21.6,400,57.33
2024-03-31 01:00:00,20.9,400,60.67
2024-03-31 02:00:00,20.2,400,64
2024-03-31 03:00:00,19.7,400,65
2024-03-31 04:00:00,19.2,400,66
2024-03-31 05:00:00,18.7,400,67
2024-03-31 06:00:00,18.2,400,68.67
2024-03-31 07:00:00,17.7,400,70.33
2024-03-31 08:00:00,17.2,400,72
2024-03-31 09:00:00,17.63,400,71
2024-03-31 10:00:00,18.07,400,70
2024-03-31 11:00:00,18.5,400,69
2024-03-31 12:00:00,19.63,400,67
2024-03-31 13:00:00,20.77,400,65
2024-03-31 14:00:00,21.9,400,63
2024-03-31 15:00:00,22.37,400,61.33
2024-03-31 16:00:00,22.83,400,59.67
2024-03-31 17:00:00,23.3,400,58
2024-03-31 18:00:00,21.77,400,65
2024-03-31 19:00:00,20.23,400,72
2024-03-31 20:00:00,18.7,400,79
2024-03-31 21:00:00,18.53,400,80
2024-03-31 22:00:00,18.37,400,81
2024-03-31 23:00:00,18.2,400,82
2024-04-01 00:00:00,17.57,400,85
2024-04-01 01:00:00,16.93,400,88
2024-04-01 02:00:00,16.3,400,91
2024-04-01 03:00:00,16.03,400,92.67
2024-04-01 04:00:00,15.77,400,94.33
2024-04-01 05:00:00,15.5,400,96
2024-04-01 06:00:00,16.2,400,93.67
2024-04-01 07:00:00,16.9,400,91.33
2024-04-01 08:00:00,17.6,400,89
2024-04-01 09:00:00,20.07,400,79.67
2024-04-01 10:00:00,22.53,400,70.33
2024-04-01 11:00:00,25,400,61
2024-04-01 12:00:00,26.43,400,54.67
2024-04-01 13:00:00,27.87,400,48.33
2024-04-01 14:00:00,29.3,400,42
2024-04-01 15:00:00,29.1,400,42
2024-04-01 16:00:00,28.9,400,42
2024-04-01 17:00:00,28.7,400,42
2024-04-01 18:00:00,27.73,400,40.67
2024-04-01 19:00:00,26.77,400,39.33
2024-04-01 20:00:00,25.8,400,38
2024-04-01 21:00:00,23.43,400,50
2024-04-01 22:00:00,21.07,400,62
2024-04-01 23:00:00,18.7,400,74
2024-04-02 00:00:00,18.83,400,73
2024-04-02 01:00:00,18.97,400,72
2024-04-02 02:00:00,19.1,400,71
2024-04-02 03:00:00,18.47,400,79
2024-04-02 04:00:00,17.83,400,87
2024-04-02 05:00:00,17.2,400,95
2024-04-02 06:00:00,17.73,400,94
2024-04-02 07:00:00,18.27,400,93
2024-04-02 08:00:00,18.8,400,92
2024-04-02 09:00:00,19.97,400,87
2024-04-02 10:00:00,21.13,400,82
2024-04-02 11:00:00,22.3,400,77
2024-04-02 12:00:00,22.03,400,81
2024-04-02 13:00:00,21.77,400,85
2024-04-02 14:00:00,21.5,400,89
2024-04-02 15:00:00,22,400,86
2024-04-02 16:00:00,22.5,400,83
2024-04-02 17:00:00,23,400,80
2024-04-02 18:00:00,22.1,400,84
2024-04-02 19:00:00,21.2,400,88
2024-04-02 20:00:00,20.3,400,92
2024-04-02 21:00:00,20.13,400,91.67
2024-04-02 22:00:00,19.97,400,91.33
2024-04-02 23:00:00,19.8,400,91
2024-04-03 00:00:00,19.63,400,91
2024-04-03 01:00:00,19.47,400,91
2024-04-03 02:00:00,19.3,400,91
2024-04-03 03:00:00,19.3,400,90.67
2024-04-03 04:00:00,19.3,400,90.33
2024-04-03 05:00:00,19.3,400,90
2024-04-03 06:00:00,19.6,400,90
2024-04-03 07:00:00,19.9,400,90
2024-04-03 08:00:00,20.2,400,90
2024-04-03 09:00:00,19.7,400,91
2024-04-03 10:00:00,19.2,400,92
2024-04-03 11:00:00,18.7,400,93
2024-04-03 12:00:00,19.97,400,83.67
2024-04-03 13:00:00,21.23,400,74.33
2024-04-03 14:00:00,22.5,400,65
2024-04-03 15:00:00,21.4,400,66.67
2024-04-03 16:00:00,20.3,400,68.33
2024-04-03 17:00:00,19.2,400,70
2024-04-03 18:00:00,18.67,400,72.33
2024-04-03 19:00:00,18.13,400,74.67
2024-04-03 20:00:00,17.6,400,77
2024-04-03 21:00:00,17.2,400,78
2024-04-03 22:00:00,16.8,400,79
2024-04-03 23:00:00,16.4,400,80
2024-04-04 00:00:00,15.83,400,84.33
2024-04-04 01:00:00,15.27,400,88.67
2024-04-04 02:00:00,14.7,400,93
2024-04-04 03:00:00,14.33,400,91.67
2024-04-04 04:00:00,13.97,400,90.33
2024-04-04 05:00:00,13.6,400,89
2024-04-04 06:00:00,13.77,400,79.33
2024-04-04 07:00:00,13.93,400,69.67
2024-04-04 08:00:00,14.1,400,60
2024-04-04 09:00:00,14,400,59.67
2024-04-04 10:00:00,13.9,400,59.33
2024-04-04 11:00:00,13.8,400,59
2024-04-04 12:00:00,14.07,400,60.33
2024-04-04 13:00:00,14.33,400,61.67
2024-04-04 14:00:00,14.6,400,63
2024-04-04 15:00:00,14.7,400,59.67
2024-04-04 16:00:00,14.8,400,56.33
2024-04-04 17:00:00,14.9,400,53
2024-04-04 18:00:00,13.63,400,66.67
2024-04-04 19:00:00,12.37,400,80.33
2024-04-04 20:00:00,11.1,400,94
2024-04-04 21:00:00,11.1,400,93.33
2024-04-04 22:00:00,11.1,400,92.67
2024-04-04 23:00:00,11.1,400,92
2024-04-05 00:00:00,11.13,400,93.33
2024-04-05 01:00:00,11.17,400,94.67
2024-04-05 02:00:00,11.2,400,96
2024-04-05 03:00:00,11.27,400,95
2024-04-05 04:00:00,11.33,400,94
2024-04-05 05:00:00,11.4,400,93
2024-04-05 06:00:00,12.07,400,83.33
2024-04-05 07:00:00,12.73,400,73.67
2024-04-05 08:00:00,13.4,400,64
2024-04-05 09:00:00,14.53,400,58.67
2024-04-05 10:00:00,15.67,400,53.33
2024-04-05 11:00:00,16.8,400,48
2024-04-05 12:00:00,17.83,400,45.33
2024-04-05 13:00:00,18.87,400,42.67
2024-04-05 14:00:00,19.9,400,40
2024-04-05 15:00:00,19.53,400,42.67
2024-04-05 16:00:00,19.17,400,45.33
2024-04-05 17:00:00,18.8,400,48
2024-04-05 18:00:00,18.17,400,50.33
2024-04-05 19:00:00,17.53,400,52.67
2024-04-05 20:00:00,16.9,400,55
2024-04-05 21:00:00,16.13,400,61.67
2024-04-05 22:00:00,15.37,400,68.33
2024-04-05 23:00:00,14.6,400,75
2024-04-06 00:00:00,13.9,400,78.67
2024-04-06 01:00:00,13.2,400,82.33
2024-04-06 02:00:00,12.5,400,86
2024-04-06 03:00:00,12.07,400,88
2024-04-06 04:00:00,11.63,400,90
2024-04-06 05:00:00,11.2,400,92
2024-04-06 06:00:00,11.33,400,93
2024-04-06 07:00:00,11.47,400,94
2024-04-06 08:00:00,11.6,400,95
2024-04-06 09:00:00,11.97,400,92.33
2024-04-06 10:00:00,12.33,400,89.67
2024-04-06 11:00:00,12.7,400,87
2024-04-06 12:00:00,12.8,400,89.33
2024-04-06 13:00:00,12.9,400,91.67
2024-04-06 14:00:00,13,400,94
2024-04-06 15:00:00,12.93,400,94.67
2024-04-06 16:00:00,12.87,400,95.33
2024-04-06 17:00:00,12.8,400,96
2024-04-06 18:00:00,12.83,400,96.67
2024-04-06 19:00:00,12.87,400,97.33
2024-04-06 20:00:00,12.9,400,98
2024-04-06 21:00:00,12.97,400,98
2024-04-06 22:00:00,13.03,400,98
2024-04-06 23:00:00,13.1,400,98
2024-04-07 00:00:00,13.17,400,98.33
2024-04-07 01:00:00,13.23,400,98.67
2024-04-07 02:00:00,13.3,400,99
2024-04-07 03:00:00,13.37,400,98.33
2024-04-07 04:00:00,13.43,400,97.67
2024-04-07 05:00:00,13.5,400,97
2024-04-07 06:00:00,13.53,400,96
2024-04-07 07:00:00,13.57,400,95
2024-04-07 08:00:00,13.6,400,94
2024-04-07 09:00:00,13.83,400,93.67
2024-04-07 10:00:00,14.07,400,93.33
2024-04-07 11:00:00,14.3,400,93
2024-04-07 12:00:00,14.2,400,94
2024-04-07 13:00:00,14.1,400,95
2024-04-07 14:00:00,14,400,96
2024-04-07 15:00:00,13.9,400,96
2024-04-07 16:00:00,13.8,400,96
2024-04-07 17:00:00,13.7,400,96
2024-04-07 18:00:00,13.57,400,96
2024-04-07 19:00:00,13.43,400,96
2024-04-07 20:00:00,13.3,400,96
2024-04-07 21:00:00,13.37,400,96.33
2024-04-07 22:00:00,13.43,400,96.67
2024-04-07 23:00:00,13.5,400,97
2024-04-08 00:00:00,13.37,400,97.67
2024-04-08 01:00:00,13.23,400,98.33
2024-04-08 02:00:00,13.1,400,99
2024-04-08 03:00:00,13.13,400,98.33
2024-04-08 04:00:00,13.17,400,97.67
2024-04-08 05:00:00,13.2,400,97
2024-04-08 06:00:00,13.2,400,97
2024-04-08 07:00:00,13.2,400,97
2024-04-08 08:00:00,13.2,400,97
2024-04-08 09:00:00,13.4,400,97
2024-04-08 10:00:00,13.6,400,97
2024-04-08 11:00:00,13.8,400,97
2024-04-08 12:00:00,14.03,400,96
2024-04-08 13:00:00,14.27,400,95
2024-04-08 14:00:00,14.5,400,94
2024-04-08 15:00:00,14.23,400,94
2024-04-08 16:00:00,13.97,400,94
2024-04-08 17:00:00,13.7,400,94
2024-04-08 18:00:00,13.43,400,94.67
2024-04-08 19:00:00,13.17,400,95.33
2024-04-08 20:00:00,12.9,400,96
2024-04-08 21:00:00,12.53,400,96.67
2024-04-08 22:00:00,12.17,400,97.33
2024-04-08 23:00:00,11.8,400,98
2024-04-09 00:00:00,11.6,400,98
2024-04-09 01:00:00,11.4,400,98
2024-04-09 02:00:00,11.2,400,98
2024-04-09 03:00:00,10.87,400,98.33
2024-04-09 04:00:00,10.53,400,98.67
2024-04-09 05:00:00,10.2,400,99
2024-04-09 06:00:00,10.63,400,99.33
2024-04-09 07:00:00,11.07,400,99.67
2024-04-09 08:00:00,11.5,400,100
2024-04-09 09:00:00,13.87,400,84.67
2024-04-09 10:00:00,16.23,400,69.33
2024-04-09 11:00:00,18.6,400,54
2024-04-09 12:00:00,19.77,400,50.33
2024-04-09 13:00:00,20.93,400,46.67
2024-04-09 14:00:00,22.1,400,43
2024-04-09 15:00:00,22.07,400,42.33
2024-04-09 16:00:00,22.03,400,41.67
2024-04-09 17:00:00,22,400,41
2024-04-09 18:00:00,20.7,400,44.33
2024-04-09 19:00:00,19.4,400,47.67
2024-04-09 20:00:00,18.1,400,51
2024-04-09 21:00:00,17.5,400,53.33
2024-04-09 22:00:00,16.9,400,55.67
2024-04-09 23:00:00,16.3,400,58
2024-04-10 00:00:00,15.8,400,55.67
2024-04-10 01:00:00,15.3,400,53.33
2024-04-10 02:00:00,14.8,400,51
2024-04-10 03:00:00,14.27,400,58.33
2024-04-10 04:00:00,13.73,400,65.67
2024-04-10 05:00:00,13.2,400,73
2024-04-10 06:00:00,13.87,400,70.67
2024-04-10 07:00:00,14.53,400,68.33
2024-04-10 08:00:00,15.2,400,66
2024-04-10 09:00:00,16.47,400,61
2024-04-10 10:00:00,17.73,400,56
2024-04-10 11:00:00,19,400,51
2024-04-10 12:00:00,20.6,400,45
2024-04-10 13:00:00,22.2,400,39
2024-04-10 14:00:00,23.8,400,33
2024-04-10 15:00:00,23.2,400,39.33
2024-04-10 16:00:00,22.6,400,45.67
2024-04-10 17:00:00,22,400,52
2024-04-10 18:00:00,20.9,400,57
2024-04-10 19:00:00,19.8,400,62
2024-04-10 20:00:00,18.7,400,67
2024-04-10 21:00:00,18.1,400,71
2024-04-10 22:00:00,17.5,400,75
2024-04-10 23:00:00,16.9,400,79
2024-04-11 00:00:00,16.73,400,79
2024-04-11 01:00:00,16.57,400,79
2024-04-11 02:00:00,16.4,400,79
2024-04-11 03:00:00,16.3,400,79
2024-04-11 04:00:00,16.2,400,79
2024-04-11 05:00:00,16.1,400,79
2024-04-11 06:00:00,16.27,400,79
2024-04-11 07:00:00,16.43,400,79
2024-04-11 08:00:00,16.6,400,79
2024-04-11 09:00:00,17.67,400,73.67
2024-04-11 10:00:00,18.73,400,68.33
2024-04-11 11:00:00,19.8,400,63
2024-04-11 12:00:00,21.27,400,56.33
2024-04-11 13:00:00,22.73,400,49.67
2024-04-11 14:00:00,24.2,400,43
2024-04-11 15:00:00,24,400,44.67
2024-04-11 16:00:00,23.8,400,46.33
2024-04-11 17:00:00,23.6,400,48
2024-04-11 18:00:00,22.57,400,55.67
2024-04-11 19:00:00,21.53,400,63.33
2024-04-11 20:00:00,20.5,400,71
2024-04-11 21:00:00,19.47,400,79.33
2024-04-11 22:00:00,18.43,400,87.67
2024-04-11 23:00:00,17.4,400,96
2024-04-12 00:00:00,17.17,400,96.33
2024-04-12 01:00:00,16.93,400,96.67
2024-04-12 02:00:00,16.7,400,97
2024-04-12 03:00:00,16.67,400,97
2024-04-12 04:00:00,16.63,400,97
2024-04-12 05:00:00,16.6,400,97
2024-04-12 06:00:00,16.97,400,96
2024-04-12 07:00:00,17.33,400,95
2024-04-12 08:00:00,17.7,400,94
2024-04-12 09:00:00,18.6,400,89.67
2024-04-12 10:00:00,19.5,400,85.33
2024-04-12 11:00:00,20.4,400,81
2024-04-12 12:00:00,20.77,400,79.67
2024-04-12 13:00:00,21.13,400,78.33
2024-04-12 14:00:00,21.5,400,77
2024-04-12 15:00:00,21.6,400,76.67
2024-04-12 16:00:00,21.7,400,76.33
2024-04-12 17:00:00,21.8,400,76
2024-04-12 18:00:00,21.3,400,78.67
2024-04-12 19:00:00,20.8,400,81.33
2024-04-12 20:00:00,20.3,400,84
2024-04-12 21:00:00,20.03,400,86.33
2024-04-12 22:00:00,19.77,400,88.67
2024-04-12 23:00:00,19.5,400,91
2024-04-13 00:00:00,19.17,400,92
2024-04-13 01:00:00,18.83,400,93
2024-04-13 02:00:00,18.5,400,94
2024-04-13 03:00:00,18.17,400,94.33
2024-04-13 04:00:00,17.83,400,94.67
2024-04-13 05:00:00,17.5,400,95
2024-04-13 06:00:00,17.4,400,94.33
2024-04-13 07:00:00,17.3,400,93.67
2024-04-13 08:00:00,17.2,400,93
2024-04-13 09:00:00,18.77,400,85.67
2024-04-13 10:00:00,20.33,400,78.33
2024-04-13 11:00:00,21.9,400,71
2024-04-13 12:00:00,22.37,400,69.67
2024-04-13 13:00:00,22.83,400,68.33
2024-04-13 14:00:00,23.3,400,67
2024-04-13 15:00:00,22.52,400,70
2024-04-13 16:00:00,21.73,400,73
2024-04-13 17:00:00,20.95,400,76
2024-04-13 18:00:00,20.17,400,79
2024-04-13 19:00:00,19.38,400,82
2024-04-13 20:00:00,18.6,400,85
2024-04-13 21:00:00,18.33,400,87.67
2024-04-13 22:00:00,18.07,400,90.33
2024-04-13 23:00:00,17.8,400,93
2024-04-14 00:00:00,17.67,400,94.33
2024-04-14 01:00:00,17.53,400,95.67
2024-04-14 02:00:00,17.4,400,97
2024-04-14 03:00:00,17.47,400,97.67
2024-04-14 04:00:00,17.53,400,98.33
2024-04-14 05:00:00,17.6,400,99
2024-04-14 06:00:00,17.77,400,99
2024-04-14 07:00:00,17.93,400,99
2024-04-14 08:00:00,18.1,400,99
2024-04-14 09:00:00,19.5,400,94
2024-04-14 10:00:00,20.9,400,89
2024-04-14 11:00:00,22.3,400,84
2024-04-14 12:00:00,23.63,400,78.33
2024-04-14 13:00:00,24.97,400,72.67
2024-04-14 14:00:00,26.3,400,67
2024-04-14 15:00:00,25.73,400,70.33
2024-04-14 16:00:00,25.17,400,73.67
2024-04-14 17:00:00,24.6,400,77
2024-04-14 18:00:00,23.73,400,79
2024-04-14 19:00:00,22.87,400,81
2024-04-14 20:00:00,22,400,83
2024-04-14 21:00:00,21.73,400,84.67
2024-04-14 22:00:00,21.47,400,86.33
2024-04-14 23:00:00,21.2,400,88
2024-04-15 00:00:00,20.87,400,90
2024-04-15 01:00:00,20.53,400,92
2024-04-15 02:00:00,20.2,400,94
